station_id,date,element,value,m_flag,q_flag,s_flag
US10adam002,2004-09,PRCP,0,,,N
US10adam002,2004-10,PRCP,0,,,N
US10adam002,2004-11,PRCP,10,,,N
US10adam002,2004-12,PRCP,0,,,N
US10adam002,2004-13,PRCP,8,,,N
US10adam002,2004-14,PRCP,0,,,N
US10adam002,2004-15,PRCP,71,,,N
US10adam002,2004-16,PRCP,165,,,N
US10adam002,2004-17,PRCP,33,,,N
US10adam002,2004-18,PRCP,43,,,N
US10adam002,2004-19,PRCP,46,,,N
US10adam002,2004-20,PRCP,3,,,N
US10adam002,2004-21,PRCP,76,,,N
US10adam002,2004-22,PRCP,25,,,N
US10adam002,2004-23,PRCP,0,,,N
US10adam002,2004-24,PRCP,0,,,N
US10adam002,2004-25,PRCP,3,,,N
US10adam002,2004-26,PRCP,0,,,N
US10adam002,2004-27,PRCP,8,,,N
US10adam002,2004-28,PRCP,0,,,N
US10adam002,2004-29,PRCP,0,,,N
US10adam002,2004-30,PRCP,0,,,N
US10adam002,2004-01,SNOW,0,,,N
US10adam002,2004-02,SNOW,0,,,N
US10adam002,2004-03,SNOW,0,,,N
US10adam002,2004-04,SNOW,0,,,N
US10adam002,2004-05,SNOW,0,,,N
US10adam002,2004-06,SNOW,0,,,N
US10adam002,2004-11,SNOW,0,,,N
US10adam002,2004-12,SNOW,0,,,N
US10adam002,2004-13,SNOW,0,,,N
US10adam002,2004-14,SNOW,0,,,N
US10adam002,2004-15,SNOW,0,,,N
US10adam002,2004-16,SNOW,0,,,N
US10adam002,2004-17,SNOW,0,,,N
US10adam002,2004-18,SNOW,0,,,N
US10adam002,2004-19,SNOW,0,,,N
US10adam002,2004-20,SNOW,0,,,N
US10adam002,2004-21,SNOW,0,,,N
US10adam002,2004-22,SNOW,0,,,N
US10adam002,2004-25,SNOW,0,,,N
US10adam002,2004-27,SNOW,0,,,N
US10adam002,2004-01,SNWD,0,,,N
US10adam002,2004-02,SNWD,0,,,N
US10adam002,2004-03,SNWD,0,,,N
US10adam002,2004-04,SNWD,0,,,N
US10adam002,2004-05,SNWD,0,,,N
US10adam002,2004-06,SNWD,0,,,N
US10adam002,2004-11,SNWD,0,,,N
US10adam002,2004-12,SNWD,0,,,N
US10adam002,2004-13,SNWD,0,,,N
US10adam002,2004-14,SNWD,0,,,N
US10adam002,2004-15,SNWD,0,,,N
US10adam002,2004-16,SNWD,0,,,N
US10adam002,2004-17,SNWD,0,,,N
US10adam002,2004-18,SNWD,0,,,N
US10adam002,2004-19,SNWD,0,,,N
US10adam002,2004-20,SNWD,0,,,N
US10adam002,2004-21,SNWD,0,,,N
US10adam002,2004-22,SNWD,0,,,N
US10adam002,2004-25,SNWD,0,,,N
US10adam002,2004-27,SNWD,0,,,N
US10adam002,2004-01,PRCP,0,,,N
US10adam002,2004-02,PRCP,287,,,N
US10adam002,2004-03,PRCP,117,,,N
US10adam002,2004-04,PRCP,132,,,N
US10adam002,2004-05,PRCP,76,,,N
US10adam002,2004-06,PRCP,81,,,N
US10adam002,2004-07,PRCP,0,,,N
US10adam002,2004-08,PRCP,0,,,N
US10adam002,2004-09,PRCP,335,,,N
US10adam002,2004-10,PRCP,0,T,,N
US10adam002,2004-11,PRCP,10,,,N
US10adam002,2004-12,PRCP,0,T,,N
US10adam002,2004-13,PRCP,0,,,N
US10adam002,2004-14,PRCP,0,,,N
US10adam002,2004-15,PRCP,0,T,,N
US10adam002,2004-16,PRCP,0,,,N
US10adam002,2004-17,PRCP,0,,,N
US10adam002,2004-18,PRCP,18,,,N
US10adam002,2004-19,PRCP,0,,,N
US10adam002,2004-20,PRCP,0,,,N
US10adam002,2004-21,PRCP,0,,,N
US10adam002,2004-22,PRCP,107,,,N
US10adam002,2004-23,PRCP,15,,,N
US10adam002,2004-24,PRCP,8,,,N
US10adam002,2004-25,PRCP,5,,,N
US10adam002,2004-26,PRCP,0,,,N
US10adam002,2004-27,PRCP,0,,,N
US10adam002,2004-28,PRCP,0,,,N
US10adam002,2004-29,PRCP,8,,,N
US10adam002,2004-30,PRCP,23,,,N
US10adam002,2004-31,PRCP,0,,,N
US10adam002,2004-01,SNOW,0,,,N
US10adam002,2004-02,SNOW,0,,,N
US10adam002,2004-03,SNOW,0,,,N
US10adam002,2004-04,SNOW,0,,,N
US10adam002,2004-05,SNOW,0,,,N
US10adam002,2004-06,SNOW,0,,,N
US10adam002,2004-07,SNOW,0,,,N
US10adam002,2004-08,SNOW,0,,,N
US10adam002,2004-09,SNOW,0,,,N
US10adam002,2004-10,SNOW,0,,,N
US10adam002,2004-11,SNOW,0,,,N
US10adam002,2004-12,SNOW,0,,,N
US10adam002,2004-13,SNOW,0,,,N
US10adam002,2004-14,SNOW,0,,,N
US10adam002,2004-15,SNOW,0,,,N
US10adam002,2004-16,SNOW,0,,,N
US10adam002,2004-17,SNOW,0,,,N
US10adam002,2004-18,SNOW,0,,,N
US10adam002,2004-22,SNOW,0,,,N
US10adam002,2004-23,SNOW,0,,,N
US10adam002,2004-24,SNOW,0,,,N
US10adam002,2004-25,SNOW,0,,,N
US10adam002,2004-26,SNOW,0,,,N
US10adam002,2004-27,SNOW,0,,,N
US10adam002,2004-28,SNOW,0,,,N
US10adam002,2004-29,SNOW,0,,,N
US10adam002,2004-30,SNOW,0,,,N
US10adam002,2004-01,SNWD,0,,,N
US10adam002,2004-02,SNWD,0,,,N
US10adam002,2004-03,SNWD,0,,,N
US10adam002,2004-04,SNWD,0,,,N
US10adam002,2004-05,SNWD,0,,,N
US10adam002,2004-06,SNWD,0,,,N
US10adam002,2004-07,SNWD,0,,,N
US10adam002,2004-08,SNWD,0,,,N
US10adam002,2004-09,SNWD,0,,,N
US10adam002,2004-10,SNWD,0,,,N
US10adam002,2004-11,SNWD,0,,,N
US10adam002,2004-12,SNWD,0,,,N
US10adam002,2004-13,SNWD,0,,,N
US10adam002,2004-14,SNWD,0,,,N
US10adam002,2004-15,SNWD,0,,,N
US10adam002,2004-16,SNWD,0,,,N
US10adam002,2004-17,SNWD,0,,,N
US10adam002,2004-18,SNWD,0,,,N
US10adam002,2004-22,SNWD,0,,,N
US10adam002,2004-23,SNWD,0,,,N
US10adam002,2004-24,SNWD,0,,,N
US10adam002,2004-25,SNWD,0,,,N
US10adam002,2004-26,SNWD,0,,,N
US10adam002,2004-27,SNWD,0,,,N
US10adam002,2004-28,SNWD,0,,,N
US10adam002,2004-29,SNWD,0,,,N
US10adam002,2004-30,SNWD,0,,,N
US10adam002,2004-01,PRCP,0,,,N
US10adam002,2004-02,PRCP,0,,,N
US10adam002,2004-03,PRCP,0,,,N
US10adam002,2004-04,PRCP,0,,,N
US10adam002,2004-05,PRCP,0,T,,N
US10adam002,2004-06,PRCP,0,,,N
US10adam002,2004-07,PRCP,0,,,N
US10adam002,2004-08,PRCP,0,,,N
US10adam002,2004-09,PRCP,0,,,N
US10adam002,2004-10,PRCP,0,,,N
US10adam002,2004-11,PRCP,58,,,N
US10adam002,2004-12,PRCP,3,,,N
US10adam002,2004-13,PRCP,0,,,N
US10adam002,2004-14,PRCP,5,,,N
US10adam002,2004-15,PRCP,0,,,N
US10adam002,2004-16,PRCP,30,,,N
US10adam002,2004-17,PRCP,0,,,N
US10adam002,2004-18,PRCP,0,,,N
US10adam002,2004-19,PRCP,0,,,N
US10adam002,2004-20,PRCP,0,,,N
US10adam002,2004-21,PRCP,0,,,N
US10adam002,2004-22,PRCP,0,,,N
US10adam002,2004-23,PRCP,0,,,N
US10adam002,2004-24,PRCP,10,,,N
US10adam002,2004-25,PRCP,0,,,N
US10adam002,2004-26,PRCP,0,,,N
US10adam002,2004-27,PRCP,0,,,N
US10adam002,2004-28,PRCP,0,,,N
US10adam002,2004-29,PRCP,0,T,,N
US10adam002,2004-30,PRCP,0,,,N
US10adam002,2004-31,PRCP,0,,,N
US10adam002,2004-01,SNOW,0,,,N
US10adam002,2004-04,SNOW,0,,,N
US10adam002,2004-05,SNOW,0,,,N
US10adam002,2004-06,SNOW,0,,,N
US10adam002,2004-11,SNOW,0,,,N
US10adam002,2004-12,SNOW,0,,,N
US10adam002,2004-13,SNOW,0,,,N
US10adam002,2004-14,SNOW,0,,,N
US10adam002,2004-16,SNOW,0,,,N
US10adam002,2004-24,SNOW,0,,,N
US10adam002,2004-29,SNOW,0,,,N
US10adam002,2004-01,SNWD,0,,,N
US10adam002,2004-04,SNWD,0,,,N
US10adam002,2004-05,SNWD,0,,,N
US10adam002,2004-06,SNWD,0,,,N
US10adam002,2004-11,SNWD,0,,,N
US10adam002,2004-12,SNWD,0,,,N
US10adam002,2004-13,SNWD,0,,,N
US10adam002,2004-14,SNWD,0,,,N
US10adam002,2004-16,SNWD,0,,,N
US10adam002,2004-24,SNWD,0,,,N
US10adam002,2004-29,SNWD,0,,,N
US10adam002,2004-01,PRCP,0,,,N
US10adam002,2004-02,PRCP,0,,,N
US10adam002,2004-03,PRCP,0,,,N
US10adam002,2004-04,PRCP,0,,,N
US10adam002,2004-05,PRCP,0,,,N
US10adam002,2004-06,PRCP,97,,,N
US10adam002,2004-07,PRCP,0,,,N
US10adam002,2004-08,PRCP,0,,,N
US10adam002,2004-09,PRCP,0,,,N
US10adam002,2004-10,PRCP,0,,,N
US10adam002,2004-11,PRCP,28,,,N
US10adam002,2004-12,PRCP,0,,,N
US10adam002,2004-13,PRCP,0,,,N
US10adam002,2004-14,PRCP,3,,,N
US10adam002,2004-15,PRCP,277,,,N
US10adam002,2004-16,PRCP,0,,,N
US10adam002,2004-17,PRCP,0,,,N
US10adam002,2004-18,PRCP,0,,,N
US10adam002,2004-19,PRCP,0,,,N
US10adam002,2004-20,PRCP,15,,,N
US10adam002,2004-21,PRCP,0,,,N
US10adam002,2004-22,PRCP,51,,,N
US10adam002,2004-23,PRCP,521,,,N
US10adam002,2004-24,PRCP,0,,,N
US10adam002,2004-25,PRCP,0,,,N
US10adam002,2004-26,PRCP,0,,,N
US10adam002,2004-27,PRCP,0,,,N
US10adam002,2004-28,PRCP,279,,,N
US10adam002,2004-29,PRCP,0,,,N
US10adam002,2004-30,PRCP,0,,,N
US10adam002,2004-06,SNOW,0,,,N
US10adam002,2004-11,SNOW,0,,,N
US10adam002,2004-14,SNOW,0,,,N
US10adam002,2004-15,SNOW,0,,,N
US10adam002,2004-20,SNOW,0,,,N
US10adam002,2004-22,SNOW,0,,,N
US10adam002,2004-23,SNOW,0,,,N
US10adam002,2004-28,SNOW,0,,,N
US10adam002,2004-06,SNWD,0,,,N
US10adam002,2004-11,SNWD,0,,,N
US10adam002,2004-14,SNWD,0,,,N
US10adam002,2004-15,SNWD,0,,,N
US10adam002,2004-20,SNWD,0,,,N
US10adam002,2004-22,SNWD,0,,,N
US10adam002,2004-23,SNWD,0,,,N
US10adam002,2004-28,SNWD,0,,,N
US10adam002,2004-01,PRCP,104,,,N
US10adam002,2004-02,PRCP,0,,,N
US10adam002,2004-03,PRCP,0,,,N
US10adam002,2004-04,PRCP,0,,,N
US10adam002,2004-05,PRCP,0,,,N
US10adam002,2004-06,PRCP,0,,,N
US10adam002,2004-07,PRCP,264,,,N
US10adam002,2004-08,PRCP,3,,,N
US10adam002,2004-09,PRCP,0,,,N
US10adam002,2004-10,PRCP,0,,,N
US10adam002,2004-11,PRCP,5,,,N
US10adam002,2004-12,PRCP,0,,,N
US10adam002,2004-13,PRCP,0,,,N
US10adam002,2004-14,PRCP,0,,,N
US10adam002,2004-15,PRCP,0,T,,N
US10adam002,2004-16,PRCP,0,,,N
US10adam002,2004-17,PRCP,0,,,N
US10adam002,2004-18,PRCP,0,,,N
US10adam002,2004-19,PRCP,0,,,N
US10adam002,2004-20,PRCP,0,T,,N
US10adam002,2004-21,PRCP,3,,,N
US10adam002,2004-22,PRCP,5,,,N
US10adam002,2004-23,PRCP,0,,,N
US10adam002,2004-24,PRCP,0,,,N
US10adam002,2004-25,PRCP,0,,,N
US10adam002,2004-26,PRCP,23,,,N
US10adam002,2004-27,PRCP,0,,,N
US10adam002,2004-28,PRCP,23,,,N
US10adam002,2004-29,PRCP,0,,,N
US10adam002,2004-30,PRCP,0,,,N
US10adam002,2004-31,PRCP,0,,,N
US10adam002,2004-01,SNOW,0,,,N
US10adam002,2004-07,SNOW,0,,,N
US10adam002,2004-10,SNOW,0,,,N
US10adam002,2004-15,SNOW,0,,,N
US10adam002,2004-20,SNOW,0,,,N
US10adam002,2004-21,SNOW,0,,,N
US10adam002,2004-22,SNOW,0,,,N
US10adam002,2004-26,SNOW,0,,,N
US10adam002,2004-27,SNOW,0,,,N
US10adam002,2004-28,SNOW,0,,,N
US10adam002,2004-01,SNWD,0,,,N
US10adam002,2004-07,SNWD,0,,,N
US10adam002,2004-10,SNWD,0,,,N
US10adam002,2004-15,SNWD,0,,,N
US10adam002,2004-20,SNWD,0,,,N
US10adam002,2004-21,SNWD,0,,,N
US10adam002,2004-22,SNWD,0,,,N
US10adam002,2004-26,SNWD,0,,,N
US10adam002,2004-27,SNWD,0,,,N
US10adam002,2004-28,SNWD,0,,,N
US10adam002,2004-01,PRCP,0,,,N
US10adam002,2004-02,PRCP,3,,,N
US10adam002,2004-03,PRCP,0,,,N
US10adam002,2004-04,PRCP,0,,,N
US10adam002,2004-05,PRCP,0,,,N
US10adam002,2004-06,PRCP,0,,,N
US10adam002,2004-07,PRCP,0,,,N
US10adam002,2004-08,PRCP,0,,,N
US10adam002,2004-09,PRCP,0,,,N
US10adam002,2004-10,PRCP,0,,,N
US10adam002,2004-11,PRCP,206,,,N
US10adam002,2004-12,PRCP,0,,,N
US10adam002,2004-13,PRCP,0,,,N
US10adam002,2004-14,PRCP,0,,,N
US10adam002,2004-15,PRCP,0,,,N
US10adam002,2004-16,PRCP,0,,,N
US10adam002,2004-17,PRCP,8,,,N
US10adam002,2004-18,PRCP,170,,,N
US10adam002,2004-19,PRCP,150,,,N
US10adam002,2004-20,PRCP,0,,,N
US10adam002,2004-21,PRCP,0,,,N
US10adam002,2004-22,PRCP,0,T,,N
US10adam002,2004-23,PRCP,0,,,N
US10adam002,2004-24,PRCP,0,,,N
US10adam002,2004-25,PRCP,0,,,N
US10adam002,2004-26,PRCP,0,,,N
US10adam002,2004-27,PRCP,56,,,N
US10adam002,2004-28,PRCP,0,,,N
US10adam002,2004-29,PRCP,43,,,N
US10adam002,2004-30,PRCP,0,,,N
US10adam002,2004-02,SNOW,0,,,N
US10adam002,2004-11,SNOW,0,,,N
US10adam002,2004-17,SNOW,0,,,N
US10adam002,2004-18,SNOW,0,,,N
US10adam002,2004-19,SNOW,0,,,N
US10adam002,2004-27,SNOW,0,,,N
US10adam002,2004-28,SNOW,0,,,N
US10adam002,2004-29,SNOW,58,,,N
US10adam002,2004-02,SNWD,0,,,N
US10adam002,2004-11,SNWD,0,,,N
US10adam002,2004-17,SNWD,0,,,N
US10adam002,2004-18,SNWD,0,,,N
US10adam002,2004-19,SNWD,0,,,N
US10adam002,2004-27,SNWD,0,,,N
US10adam002,2004-28,SNWD,0,,,N
US10adam002,2004-29,SNWD,64,,,N
US10adam002,2004-01,PRCP,0,,,N
US10adam002,2004-02,PRCP,0,,,N
US10adam002,2004-03,PRCP,0,,,N
US10adam002,2004-04,PRCP,0,,,N
US10adam002,2004-05,PRCP,0,,,N
US10adam002,2004-06,PRCP,23,,,N
US10adam002,2004-07,PRCP,0,,,N
US10adam002,2004-08,PRCP,0,,,N
US10adam002,2004-09,PRCP,0,,,N
US10adam002,2004-10,PRCP,0,,,N
US10adam002,2004-11,PRCP,0,,,N
US10adam002,2004-12,PRCP,0,,,N
US10adam002,2004-13,PRCP,0,,,N
US10adam002,2004-14,PRCP,0,,,N
US10adam002,2004-15,PRCP,0,,,N
US10adam002,2004-16,PRCP,0,,,N
US10adam002,2004-17,PRCP,0,,,N
US10adam002,2004-18,PRCP,0,,,N
US10adam002,2004-19,PRCP,0,,,N
US10adam002,2004-20,PRCP,0,,,N
US10adam002,2004-21,PRCP,0,,,N
US10adam002,2004-22,PRCP,0,,,N
US10adam002,2004-23,PRCP,0,,,N
US10adam002,2004-24,PRCP,0,,,N
US10adam002,2004-25,PRCP,0,,,N
US10adam002,2004-26,PRCP,0,,,N
US10adam002,2004-27,PRCP,0,,,N
US10adam002,2004-28,PRCP,0,,,N
US10adam002,2004-29,PRCP,0,,,N
US10adam002,2004-30,PRCP,0,,,N
US10adam002,2004-31,PRCP,0,,,N
US10adam002,2004-06,SNOW,0,,,N
US10adam002,2004-06,SNWD,0,,,N
US10adam002,2005-01,PRCP,0,,,N
US10adam002,2005-02,PRCP,0,,,N
US10adam002,2005-03,PRCP,20,,,N
US10adam002,2005-04,PRCP,3,,,N
US10adam002,2005-05,PRCP,160,,,N
US10adam002,2005-06,PRCP,23,,,N
US10adam002,2005-07,PRCP,0,,,N
US10adam002,2005-08,PRCP,0,,,N
US10adam002,2005-09,PRCP,0,,,N
US10adam002,2005-10,PRCP,0,,,N
US10adam002,2005-11,PRCP,0,,,N
US10adam002,2005-12,PRCP,0,T,,N
US10adam002,2005-13,PRCP,0,,,N
US10adam002,2005-14,PRCP,0,,,N
US10adam002,2005-15,PRCP,0,T,,N
US10adam002,2005-16,PRCP,0,,,N
US10adam002,2005-17,PRCP,0,,,N
US10adam002,2005-18,PRCP,0,,,N
US10adam002,2005-19,PRCP,0,,,N
US10adam002,2005-20,PRCP,0,,,N
US10adam002,2005-21,PRCP,0,,,N
US10adam002,2005-22,PRCP,0,,,N
US10adam002,2005-23,PRCP,0,,,N
US10adam002,2005-24,PRCP,0,,,N
US10adam002,2005-25,PRCP,0,,,N
US10adam002,2005-26,PRCP,0,,,N
US10adam002,2005-27,PRCP,0,,,N
US10adam002,2005-28,PRCP,10,,,N
US10adam002,2005-29,PRCP,0,,,N
US10adam002,2005-30,PRCP,0,,,N
US10adam002,2005-31,PRCP,0,,,N
US10adam002,2005-03,SNOW,0,,,N
US10adam002,2005-04,SNOW,0,,,N
US10adam002,2005-05,SNOW,0,,,N
US10adam002,2005-06,SNOW,0,,,N
US10adam002,2005-12,SNOW,0,,,N
US10adam002,2005-15,SNOW,0,,,N
US10adam002,2005-28,SNOW,0,,,N
US10adam002,2005-03,SNWD,0,,,N
US10adam002,2005-04,SNWD,0,,,N
US10adam002,2005-05,SNWD,0,,,N
US10adam002,2005-06,SNWD,0,,,N
US10adam002,2005-12,SNWD,216,,,N
US10adam002,2005-15,SNWD,0,,,N
US10adam002,2005-28,SNWD,0,,,N
US10adam002,2005-12,WESF,165,,,N
US10adam002,2005-01,PRCP,0,,,N
US10adam002,2005-02,PRCP,0,,,N
US10adam002,2005-03,PRCP,0,,,N
US10adam002,2005-04,PRCP,0,,,N
US10adam002,2005-05,PRCP,0,,,N
US10adam002,2005-06,PRCP,0,,,N
US10adam002,2005-07,PRCP,109,,,N
US10adam002,2005-08,PRCP,0,T,,N
US10adam002,2005-09,PRCP,76,,,N
US10adam002,2005-10,PRCP,0,,,N
US10adam002,2005-11,PRCP,0,,,N
US10adam002,2005-12,PRCP,0,,,N
US10adam002,2005-13,PRCP,61,,,N
US10adam002,2005-14,PRCP,0,,,N
US10adam002,2005-15,PRCP,0,,,N
US10adam002,2005-16,PRCP,5,,,N
US10adam002,2005-17,PRCP,0,,,N
US10adam002,2005-18,PRCP,0,,,N
US10adam002,2005-19,PRCP,3,,,N
US10adam002,2005-20,PRCP,8,,,N
US10adam002,2005-21,PRCP,0,T,,N
US10adam002,2005-22,PRCP,0,,,N
US10adam002,2005-23,PRCP,0,T,,N
US10adam002,2005-24,PRCP,0,T,,N
US10adam002,2005-25,PRCP,0,,,N
US10adam002,2005-26,PRCP,0,,,N
US10adam002,2005-27,PRCP,0,T,,N
US10adam002,2005-28,PRCP,0,,,N
US10adam002,2005-07,SNOW,127,,,N
US10adam002,2005-08,SNOW,0,,,N
US10adam002,2005-09,SNOW,130,,,N
US10adam002,2005-13,SNOW,0,,,N
US10adam002,2005-16,SNOW,0,,,N
US10adam002,2005-19,SNOW,0,,,N
US10adam002,2005-20,SNOW,0,,,N
US10adam002,2005-21,SNOW,0,,,N
US10adam002,2005-22,SNOW,0,,,N
US10adam002,2005-23,SNOW,0,,,N
US10adam002,2005-24,SNOW,0,,,N
US10adam002,2005-25,SNOW,0,,,N
US10adam002,2005-27,SNOW,0,,,N
US10adam002,2005-07,SNWD,0,,,N
US10adam002,2005-08,SNWD,0,,,N
US10adam002,2005-09,SNWD,229,,,N
US10adam002,2005-13,SNWD,0,,,N
US10adam002,2005-16,SNWD,0,,,N
US10adam002,2005-19,SNWD,0,,,N
US10adam002,2005-20,SNWD,0,,,N
US10adam002,2005-21,SNWD,0,,,N
US10adam002,2005-22,SNWD,0,,,N
US10adam002,2005-23,SNWD,0,,,N
US10adam002,2005-24,SNWD,0,,,N
US10adam002,2005-25,SNWD,0,,,N
US10adam002,2005-27,SNWD,0,,,N
US10adam002,2005-01,PRCP,0,,,N
US10adam002,2005-02,PRCP,0,,,N
US10adam002,2005-03,PRCP,0,,,N
US10adam002,2005-04,PRCP,0,,,N
US10adam002,2005-05,PRCP,0,,,N
US10adam002,2005-06,PRCP,0,,,N
US10adam002,2005-07,PRCP,0,,,N
US10adam002,2005-08,PRCP,0,,,N
US10adam002,2005-09,PRCP,0,T,,N
US10adam002,2005-10,PRCP,0,,,N
US10adam002,2005-11,PRCP,0,,,N
US10adam002,2005-12,PRCP,0,,,N
US10adam002,2005-13,PRCP,0,,,N
US10adam002,2005-14,PRCP,0,,,N
US10adam002,2005-15,PRCP,0,,,N
US10adam002,2005-16,PRCP,0,,,N
US10adam002,2005-17,PRCP,0,,,N
US10adam002,2005-18,PRCP,0,,,N
US10adam002,2005-19,PRCP,0,,,N
US10adam002,2005-20,PRCP,0,,,N
US10adam002,2005-21,PRCP,71,,,N
US10adam002,2005-22,PRCP,312,,,N
US10adam002,2005-23,PRCP,3,,,N
US10adam002,2005-24,PRCP,28,,,N
US10adam002,2005-25,PRCP,25,,,N
US10adam002,2005-26,PRCP,0,,,N
US10adam002,2005-27,PRCP,0,,,N
US10adam002,2005-28,PRCP,0,,,N
US10adam002,2005-29,PRCP,0,,,N
US10adam002,2005-30,PRCP,297,,,N
US10adam002,2005-31,PRCP,53,,,N
US10adam002,2005-09,SNOW,0,,,N
US10adam002,2005-13,SNOW,0,,,N
US10adam002,2005-21,SNOW,0,,,N
US10adam002,2005-22,SNOW,0,,,N
US10adam002,2005-23,SNOW,0,,,N
US10adam002,2005-24,SNOW,0,,,N
US10adam002,2005-25,SNOW,0,,,N
US10adam002,2005-30,SNOW,0,,,N
US10adam002,2005-31,SNOW,0,,,N
US10adam002,2005-09,SNWD,0,,,N
US10adam002,2005-13,SNWD,0,,,N
US10adam002,2005-21,SNWD,0,,,N
US10adam002,2005-22,SNWD,0,,,N
US10adam002,2005-23,SNWD,0,,,N
US10adam002,2005-24,SNWD,0,,,N
US10adam002,2005-25,SNWD,0,,,N
US10adam002,2005-30,SNWD,0,,,N
US10adam002,2005-31,SNWD,0,,,N
US10adam002,2005-09,WESF,0,,,N
US10adam002,2005-01,PRCP,0,,,N
US10adam002,2005-02,PRCP,0,,,N
US10adam002,2005-03,PRCP,0,,,N
US10adam002,2005-04,PRCP,0,,,N
US10adam002,2005-05,PRCP,0,,,N
US10adam002,2005-06,PRCP,152,,,N
US10adam002,2005-07,PRCP,0,,,N
US10adam002,2005-08,PRCP,0,,,N
US10adam002,2005-09,PRCP,0,,,N
US10adam002,2005-10,PRCP,0,,,N
US10adam002,2005-11,PRCP,163,,,N
US10adam002,2005-12,PRCP,3,,,N
US10adam002,2005-13,PRCP,3,,,N
US10adam002,2005-14,PRCP,0,T,,N
US10adam002,2005-15,PRCP,0,,,N
US10adam002,2005-16,PRCP,0,,,N
US10adam002,2005-17,PRCP,0,,,N
US10adam002,2005-18,PRCP,0,,,N
US10adam002,2005-19,PRCP,8,,,N
US10adam002,2005-20,PRCP,0,,,N
US10adam002,2005-21,PRCP,3,,,N
US10adam002,2005-22,PRCP,33,,,N
US10adam002,2005-23,PRCP,0,,,N
US10adam002,2005-24,PRCP,0,,,N
US10adam002,2005-25,PRCP,0,,,N
US10adam002,2005-26,PRCP,0,,,N
US10adam002,2005-27,PRCP,0,,,N
US10adam002,2005-28,PRCP,66,,,N
US10adam002,2005-29,PRCP,3,,,N
US10adam002,2005-30,PRCP,0,,,N
US10adam002,2005-06,SNOW,0,,,N
US10adam002,2005-07,SNOW,0,,,N
US10adam002,2005-08,SNOW,0,,,N
US10adam002,2005-11,SNOW,0,,,N
US10adam002,2005-12,SNOW,0,,,N
US10adam002,2005-13,SNOW,0,,,N
US10adam002,2005-14,SNOW,0,,,N
US10adam002,2005-19,SNOW,0,,,N
US10adam002,2005-21,SNOW,0,,,N
US10adam002,2005-22,SNOW,0,,,N
US10adam002,2005-28,SNOW,0,,,N
US10adam002,2005-29,SNOW,0,,,N
US10adam002,2005-06,SNWD,0,,,N
US10adam002,2005-07,SNWD,0,,,N
US10adam002,2005-08,SNWD,0,,,N
US10adam002,2005-11,SNWD,0,,,N
US10adam002,2005-12,SNWD,0,,,N
US10adam002,2005-13,SNWD,0,,,N
US10adam002,2005-14,SNWD,0,,,N
US10adam002,2005-19,SNWD,0,,,N
US10adam002,2005-21,SNWD,0,,,N
US10adam002,2005-22,SNWD,0,,,N
US10adam002,2005-28,SNWD,0,,,N
US10adam002,2005-29,SNWD,0,,,N
US10adam002,2005-01,PRCP,0,,,N
US10adam002,2005-02,PRCP,0,,,N
US10adam002,2005-03,PRCP,0,,,N
US10adam002,2005-04,PRCP,0,,,N
US10adam002,2005-05,PRCP,0,,,N
US10adam002,2005-06,PRCP,0,,,N
