station_id,date,element,value,m_flag,q_flag,s_flag
US009052008,2008-04,PRCP,0,,,C
US009052008,2008-05,PRCP,0,,,C
US009052008,2008-06,PRCP,0,,,C
US009052008,2008-07,PRCP,6,,,C
US009052008,2008-08,PRCP,48,,,C
US009052008,2008-09,PRCP,0,,,C
US009052008,2008-10,PRCP,0,,,C
US009052008,2008-11,PRCP,0,,,C
US009052008,2008-12,PRCP,3,,,C
US009052008,2008-13,PRCP,0,,,C
US009052008,2008-14,PRCP,0,,,C
US009052008,2008-15,PRCP,0,,,C
US009052008,2008-16,PRCP,8,,,C
US009052008,2008-17,PRCP,7,,,C
US009052008,2008-18,PRCP,0,,,C
US009052008,2008-19,PRCP,22,,,C
US009052008,2008-20,PRCP,34,,,C
US009052008,2008-21,PRCP,0,,,C
US009052008,2008-22,PRCP,4,,,C
US009052008,2008-23,PRCP,0,,,C
US009052008,2008-24,PRCP,0,,,C
US009052008,2008-25,PRCP,0,,,C
US009052008,2008-26,PRCP,0,,,C
US009052008,2008-27,PRCP,0,,,C
US009052008,2008-28,PRCP,0,,,C
US009052008,2008-29,PRCP,7,,,C
US009052008,2008-30,PRCP,0,,,C
US009052008,2008-31,PRCP,7,,,C
US009052008,2009-01,TMAX,22,,,C
US009052008,2009-02,TMAX,-83,,,C
US009052008,2009-03,TMAX,-41,,,C
US009052008,2009-04,TMAX,-102,,,C
US009052008,2009-05,TMAX,-3,,,C
US009052008,2009-06,TMAX,-26,,,C
US009052008,2009-07,TMAX,-102,,,C
US009052008,2009-08,TMAX,-67,,,C
US009052008,2009-09,TMAX,-66,,,C
US009052008,2009-10,TMAX,-79,,,C
US009052008,2009-11,TMAX,-41,,,C
US009052008,2009-12,TMAX,-8,,,C
US009052008,2009-13,TMAX,-162,,,C
US009052008,2009-14,TMAX,-172,,,C
US009052008,2009-15,TMAX,-207,,,C
US009052008,2009-16,TMAX,-91,,,C
US009052008,2009-17,TMAX,-6,,,C
US009052008,2009-18,TMAX,1,,,C
US009052008,2009-19,TMAX,-24,,,C
US009052008,2009-20,TMAX,-36,,,C
US009052008,2009-21,TMAX,11,,,C
US009052008,2009-22,TMAX,49,,,C
US009052008,2009-23,TMAX,-59,,,C
US009052008,2009-24,TMAX,-150,,,C
US009052008,2009-25,TMAX,-132,,,C
US009052008,2009-26,TMAX,-123,,,C
US009052008,2009-27,TMAX,-93,,,C
US009052008,2009-28,TMAX,-11,,,C
US009052008,2009-29,TMAX,-36,,,C
US009052008,2009-30,TMAX,-10,,,C
US009052008,2009-31,TMAX,90,,,C
US009052008,2009-01,TMIN,-134,,,C
US009052008,2009-02,TMIN,-155,,,C
US009052008,2009-03,TMIN,-168,,,C
US009052008,2009-04,TMIN,-227,,,C
US009052008,2009-05,TMIN,-175,,,C
US009052008,2009-06,TMIN,-107,,,C
US009052008,2009-07,TMIN,-180,,,C
US009052008,2009-08,TMIN,-195,,,C
US009052008,2009-09,TMIN,-113,,,C
US009052008,2009-10,TMIN,-187,,,C
US009052008,2009-11,TMIN,-83,,,C
US009052008,2009-12,TMIN,-217,,,C
US009052008,2009-13,TMIN,-242,,,C
US009052008,2009-14,TMIN,-287,,,C
US009052008,2009-15,TMIN,-329,,,C
US009052008,2009-16,TMIN,-279,,,C
US009052008,2009-17,TMIN,-95,,,C
US009052008,2009-18,TMIN,-89,,,C
US009052008,2009-19,TMIN,-129,,,C
US009052008,2009-20,TMIN,-92,,,C
US009052008,2009-21,TMIN,-84,,,C
US009052008,2009-22,TMIN,-99,,,C
US009052008,2009-23,TMIN,-209,,,C
US009052008,2009-24,TMIN,-235,,,C
US009052008,2009-25,TMIN,-198,,,C
US009052008,2009-26,TMIN,-162,,,C
US009052008,2009-27,TMIN,-186,,,C
US009052008,2009-28,TMIN,-199,,,C
US009052008,2009-29,TMIN,-126,,,C
US009052008,2009-30,TMIN,-134,,,C
US009052008,2009-31,TMIN,-50,,,C
US009052008,2009-01,PRCP,0,,,C
US009052008,2009-02,PRCP,0,,,C
US009052008,2009-03,PRCP,0,,,C
US009052008,2009-04,PRCP,5,,,C
US009052008,2009-05,PRCP,0,,,C
US009052008,2009-06,PRCP,0,,,C
US009052008,2009-07,PRCP,0,,,C
US009052008,2009-08,PRCP,0,,,C
US009052008,2009-09,PRCP,29,,,C
US009052008,2009-10,PRCP,3,,,C
US009052008,2009-11,PRCP,0,,,C
US009052008,2009-12,PRCP,0,,,C
US009052008,2009-13,PRCP,15,,,C
US009052008,2009-14,PRCP,0,,,C
US009052008,2009-15,PRCP,0,,,C
US009052008,2009-16,PRCP,0,,,C
US009052008,2009-17,PRCP,0,,,C
US009052008,2009-18,PRCP,0,,,C
US009052008,2009-19,PRCP,0,,,C
US009052008,2009-20,PRCP,0,,,C
US009052008,2009-21,PRCP,0,,,C
US009052008,2009-22,PRCP,16,,,C
US009052008,2009-23,PRCP,3,,,C
US009052008,2009-24,PRCP,0,,,C
US009052008,2009-25,PRCP,0,,,C
US009052008,2009-26,PRCP,10,,,C
US009052008,2009-27,PRCP,0,,,C
US009052008,2009-28,PRCP,0,,,C
US009052008,2009-29,PRCP,0,,,C
US009052008,2009-30,PRCP,4,,,C
US009052008,2009-31,PRCP,4,,,C
US009052008,2009-01,TMAX,21,,,C
US009052008,2009-02,TMAX,-56,,,C
US009052008,2009-03,TMAX,-124,,,C
US009052008,2009-04,TMAX,-52,,,C
US009052008,2009-05,TMAX,65,,,C
US009052008,2009-06,TMAX,79,,,C
US009052008,2009-07,TMAX,33,,,C
US009052008,2009-08,TMAX,32,,,C
US009052008,2009-09,TMAX,70,,,C
US009052008,2009-10,TMAX,66,,,C
US009052008,2009-11,TMAX,34,,,C
US009052008,2009-12,TMAX,33,,,C
US009052008,2009-13,TMAX,-46,,,C
US009052008,2009-14,TMAX,-13,,,C
US009052008,2009-15,TMAX,5,,,C
US009052008,2009-16,TMAX,65,,,C
US009052008,2009-17,TMAX,79,,,C
US009052008,2009-18,TMAX,-35,,,C
US009052008,2009-19,TMAX,-26,,,C
US009052008,2009-20,TMAX,16,,,C
US009052008,2009-21,TMAX,-70,,,C
US009052008,2009-22,TMAX,-51,,,C
US009052008,2009-23,TMAX,14,,,C
US009052008,2009-24,TMAX,130,,,C
US009052008,2009-25,TMAX,50,,,C
US009052008,2009-26,TMAX,-54,,,C
US009052008,2009-27,TMAX,-132,,,C
US009052008,2009-28,TMAX,-99,,,C
US009052008,2009-01,TMIN,-59,,,C
US009052008,2009-02,TMIN,-215,,,C
US009052008,2009-03,TMIN,-228,,,C
US009052008,2009-04,TMIN,-198,,,C
US009052008,2009-05,TMIN,-95,,,C
US009052008,2009-06,TMIN,-49,,,C
US009052008,2009-07,TMIN,-94,,,C
US009052008,2009-08,TMIN,-116,,,C
US009052008,2009-09,TMIN,11,,,C
US009052008,2009-10,TMIN,-4,,,C
US009052008,2009-11,TMIN,-24,,,C
US009052008,2009-12,TMIN,-69,,,C
US009052008,2009-13,TMIN,-98,,,C
US009052008,2009-14,TMIN,-134,,,C
US009052008,2009-15,TMIN,-136,,,C
US009052008,2009-16,TMIN,-81,,,C
US009052008,2009-17,TMIN,-63,,,C
US009052008,2009-18,TMIN,-156,,,C
US009052008,2009-19,TMIN,-191,,,C
US009052008,2009-20,TMIN,-116,,,C
US009052008,2009-21,TMIN,-150,,,C
US009052008,2009-22,TMIN,-172,,,C
US009052008,2009-23,TMIN,-167,,,C
US009052008,2009-24,TMIN,-71,,,C
US009052008,2009-25,TMIN,-60,,,C
US009052008,2009-26,TMIN,-173,,,C
US009052008,2009-27,TMIN,-207,,,C
US009052008,2009-28,TMIN,-192,,,C
US009052008,2009-01,PRCP,0,,,C
US009052008,2009-02,PRCP,0,,,C
US009052008,2009-03,PRCP,0,,,C
US009052008,2009-04,PRCP,0,,,C
US009052008,2009-05,PRCP,9,,,C
US009052008,2009-06,PRCP,0,,,C
US009052008,2009-07,PRCP,0,,,C
US009052008,2009-08,PRCP,3,,,C
US009052008,2009-09,PRCP,31,,,C
US009052008,2009-10,PRCP,12,,,C
US009052008,2009-11,PRCP,0,,,C
US009052008,2009-12,PRCP,0,,,C
US009052008,2009-13,PRCP,0,,,C
US009052008,2009-14,PRCP,3,,,C
US009052008,2009-15,PRCP,0,,,C
US009052008,2009-16,PRCP,0,,,C
US009052008,2009-17,PRCP,0,,,C
US009052008,2009-18,PRCP,0,,,C
US009052008,2009-19,PRCP,0,,,C
US009052008,2009-20,PRCP,0,,,C
US009052008,2009-21,PRCP,0,,,C
US009052008,2009-22,PRCP,0,,,C
US009052008,2009-23,PRCP,0,,,C
US009052008,2009-24,PRCP,0,,,C
US009052008,2009-25,PRCP,0,,,C
US009052008,2009-26,PRCP,57,,,C
US009052008,2009-27,PRCP,0,,,C
US009052008,2009-28,PRCP,0,,,C
US009052008,2009-01,TMAX,-90,,,C
US009052008,2009-02,TMAX,-29,,,C
US009052008,2009-03,TMAX,11,,,C
US009052008,2009-04,TMAX,83,,,C
US009052008,2009-05,TMAX,102,,,C
US009052008,2009-06,TMAX,102,,,C
US009052008,2009-07,TMAX,-11,,,C
US009052008,2009-08,TMAX,83,,,C
US009052008,2009-09,TMAX,9,,,C
US009052008,2009-10,TMAX,-76,,,C
US009052008,2009-11,TMAX,-139,,,C
US009052008,2009-12,TMAX,-56,,,C
US009052008,2009-13,TMAX,54,,,C
US009052008,2009-14,TMAX,118,,,C
US009052008,2009-15,TMAX,151,,,C
US009052008,2009-16,TMAX,204,,,C
US009052008,2009-17,TMAX,134,,,C
US009052008,2009-18,TMAX,121,,,C
US009052008,2009-19,TMAX,92,,,C
US009052008,2009-20,TMAX,143,,,C
US009052008,2009-21,TMAX,199,,,C
US009052008,2009-22,TMAX,142,,,C
US009052008,2009-23,TMAX,149,,,C
US009052008,2009-24,TMAX,70,,,C
US009052008,2009-25,TMAX,34,,,C
US009052008,2009-26,TMAX,-13,,,C
US009052008,2009-27,TMAX,4,,,C
US009052008,2009-28,TMAX,28,,,C
US009052008,2009-29,TMAX,82,,,C
US009052008,2009-30,TMAX,90,,,C
US009052008,2009-01,TMIN,-225,,,C
US009052008,2009-02,TMIN,-136,,,C
US009052008,2009-03,TMIN,-88,,,C
US009052008,2009-04,TMIN,-55,,,C
US009052008,2009-05,TMIN,-18,,,C
US009052008,2009-06,TMIN,-44,,,C
US009052008,2009-07,TMIN,-70,,,C
US009052008,2009-08,TMIN,-49,,,C
US009052008,2009-09,TMIN,-77,,,C
US009052008,2009-10,TMIN,-189,,,C
US009052008,2009-11,TMIN,-213,,,C
US009052008,2009-12,TMIN,-211,,,C
US009052008,2009-13,TMIN,-113,,,C
US009052008,2009-14,TMIN,-47,,,C
US009052008,2009-15,TMIN,-5,,,C
US009052008,2009-16,TMIN,14,,,C
US009052008,2009-17,TMIN,13,,,C
US009052008,2009-18,TMIN,-27,,,C
US009052008,2009-19,TMIN,-60,,,C
US009052008,2009-20,TMIN,9,,,C
US009052008,2009-21,TMIN,-29,,,C
US009052008,2009-22,TMIN,53,,,C
US009052008,2009-23,TMIN,69,,,C
US009052008,2009-24,TMIN,-25,,,C
US009052008,2009-25,TMIN,-38,,,C
US009052008,2009-26,TMIN,-77,,,C
US009052008,2009-27,TMIN,-103,,,C
US009052008,2009-28,TMIN,-85,,,C
US009052008,2009-29,TMIN,-79,,,C
US009052008,2009-30,TMIN,7,,,C
US009052008,2009-01,PRCP,0,,,C
US009052008,2009-02,PRCP,0,,,C
US009052008,2009-03,PRCP,0,,,C
US009052008,2009-04,PRCP,0,,,C
US009052008,2009-05,PRCP,5,,,C
US009052008,2009-06,PRCP,0,,,C
US009052008,2009-07,PRCP,0,,,C
US009052008,2009-08,PRCP,3,,,C
US009052008,2009-09,PRCP,0,,,C
US009052008,2009-10,PRCP,10,,,C
US009052008,2009-11,PRCP,0,,,C
US009052008,2009-12,PRCP,0,,,C
US009052008,2009-13,PRCP,7,,,C
US009052008,2009-14,PRCP,0,,,C
US009052008,2009-15,PRCP,0,,,C
US009052008,2009-16,PRCP,7,,,C
US009052008,2009-17,PRCP,0,,,C
US009052008,2009-18,PRCP,5,,,C
US009052008,2009-19,PRCP,6,,,C
US009052008,2009-20,PRCP,0,,,C
US009052008,2009-21,PRCP,0,,,C
US009052008,2009-22,PRCP,118,,,C
US009052008,2009-23,PRCP,124,,,C
US009052008,2009-24,PRCP,3,,,C
US009052008,2009-25,PRCP,0,,,C
US009052008,2009-26,PRCP,0,,,C
US009052008,2009-27,PRCP,0,,,C
US009052008,2009-28,PRCP,0,,,C
US009052008,2009-29,PRCP,0,,,C
US009052008,2009-30,PRCP,3,,,C
US009052008,2009-01,TMAX,42,,,C
US009052008,2009-02,TMAX,84,,,C
US009052008,2009-03,TMAX,119,,,C
US009052008,2009-04,TMAX,21,,,C
US009052008,2009-05,TMAX,16,,,C
US009052008,2009-06,TMAX,26,,,C
US009052008,2009-07,TMAX,57,,,C
US009052008,2009-08,TMAX,116,,,C
US009052008,2009-09,TMAX,95,,,C
US009052008,2009-10,TMAX,96,,,C
US009052008,2009-11,TMAX,164,,,C
US009052008,2009-12,TMAX,130,,,C
US009052008,2009-13,TMAX,156,,,C
US009052008,2009-14,TMAX,180,,,C
US009052008,2009-15,TMAX,194,,,C
US009052008,2009-16,TMAX,181,,,C
US009052008,2009-17,TMAX,212,,,C
US009052008,2009-18,TMAX,136,,,C
US009052008,2009-19,TMAX,146,,,C
US009052008,2009-20,TMAX,112,,,C
US009052008,2009-21,TMAX,168,,,C
US009052008,2009-22,TMAX,241,,,C
US009052008,2009-23,TMAX,323,,,C
US009052008,2009-24,TMAX,208,,,C
US009052008,2009-25,TMAX,117,,,C
US009052008,2009-26,TMAX,106,,,C
US009052008,2009-27,TMAX,100,,,C
US009052008,2009-28,TMAX,143,,,C
US009052008,2009-29,TMAX,133,,,C
US009052008,2009-30,TMAX,147,,,C
US009052008,2009-01,TMIN,-47,,,C
US009052008,2009-02,TMIN,-61,,,C
US009052008,2009-03,TMIN,-50,,,C
US009052008,2009-04,TMIN,-10,,,C
US009052008,2009-05,TMIN,-54,,,C
US009052008,2009-06,TMIN,-68,,,C
US009052008,2009-07,TMIN,-87,,,C
US009052008,2009-08,TMIN,-23,,,C
US009052008,2009-09,TMIN,-23,,,C
US009052008,2009-10,TMIN,-27,,,C
US009052008,2009-11,TMIN,-25,,,C
US009052008,2009-12,TMIN,15,,,C
US009052008,2009-13,TMIN,15,,,C
US009052008,2009-14,TMIN,-7,,,C
US009052008,2009-15,TMIN,12,,,C
US009052008,2009-16,TMIN,80,,,C
US009052008,2009-17,TMIN,70,,,C
US009052008,2009-18,TMIN,33,,,C
US009052008,2009-19,TMIN,22,,,C
US009052008,2009-20,TMIN,22,,,C
US009052008,2009-21,TMIN,11,,,C
US009052008,2009-22,TMIN,14,,,C
US009052008,2009-23,TMIN,86,,,C
US009052008,2009-24,TMIN,24,,,C
US009052008,2009-25,TMIN,3,,,C
US009052008,2009-26,TMIN,52,,,C
US009052008,2009-27,TMIN,7,,,C
US009052008,2009-28,TMIN,-7,,,C
US009052008,2009-29,TMIN,77,,,C
US009052008,2009-30,TMIN,58,,,C
US009052008,2009-01,PRCP,0,,,C
US009052008,2009-02,PRCP,0,,,C
US009052008,2009-03,PRCP,0,,,C
US009052008,2009-04,PRCP,56,,,C
US009052008,2009-05,PRCP,22,,,C
US009052008,2009-06,PRCP,0,,,C
US009052008,2009-07,PRCP,4,,,C
US009052008,2009-08,PRCP,0,,,C
US009052008,2009-09,PRCP,0,,,C
US009052008,2009-10,PRCP,0,,,C
US009052008,2009-11,PRCP,0,,,C
US009052008,2009-12,PRCP,0,,,C
US009052008,2009-13,PRCP,0,,,C
US009052008,2009-14,PRCP,0,,,C
US009052008,2009-15,PRCP,6,,,C
US009052008,2009-16,PRCP,0,,,C
US009052008,2009-17,PRCP,0,,,C
US009052008,2009-18,PRCP,45,,,C
US009052008,2009-19,PRCP,3,,,C
US009052008,2009-20,PRCP,0,,,C
US009052008,2009-21,PRCP,0,,,C
US009052008,2009-22,PRCP,2,,,C
US009052008,2009-23,PRCP,0,,,C
US009052008,2009-24,PRCP,0,,,C
US009052008,2009-25,PRCP,43,,,C
US009052008,2009-26,PRCP,64,,,C
US009052008,2009-27,PRCP,0,,,C
US009052008,2009-28,PRCP,0,,,C
US009052008,2009-29,PRCP,124,,,C
US009052008,2009-30,PRCP,12,,,C
US009052008,2009-01,TMAX,144,,,C
US009052008,2009-02,TMAX,170,,,C
US009052008,2009-03,TMAX,190,,,C
US009052008,2009-04,TMAX,203,,,C
US009052008,2009-05,TMAX,222,,,C
US009052008,2009-06,TMAX,233,,,C
US009052008,2009-07,TMAX,224,,,C
US009052008,2009-08,TMAX,142,,,C
US009052008,2009-09,TMAX,169,,,C
US009052008,2009-10,TMAX,144,,,C
US009052008,2009-11,TMAX,211,,,C
US009052008,2009-12,TMAX,195,,,C
US009052008,2009-13,TMAX,206,,,C
US009052008,2009-14,TMAX,175,,,C
US009052008,2009-15,TMAX,221,,,C
US009052008,2009-16,TMAX,145,,,C
US009052008,2009-17,TMAX,166,,,C
US009052008,2009-18,TMAX,297,,,C
US009052008,2009-19,TMAX,358,,,C
US009052008,2009-20,TMAX,323,,,C
US009052008,2009-21,TMAX,162,,,C
US009052008,2009-22,TMAX,203,,,C
US009052008,2009-23,TMAX,214,,,C
US009052008,2009-24,TMAX,244,,,C
US009052008,2009-25,TMAX,281,,,C
US009052008,2009-26,TMAX,183,,,C
US009052008,2009-27,TMAX,142,,,C
US009052008,2009-28,TMAX,271,,,C
US009052008,2009-29,TMAX,263,,,C
US009052008,2009-30,TMAX,224,,,C
US009052008,2009-31,TMAX,316,,,C
US009052008,2009-01,TMIN,37,,,C
US009052008,2009-02,TMIN,6,,,C
US009052008,2009-03,TMIN,23,,,C
US009052008,2009-04,TMIN,38,,,C
US009052008,2009-05,TMIN,65,,,C
US009052008,2009-06,TMIN,97,,,C
US009052008,2009-07,TMIN,89,,,C
US009052008,2009-08,TMIN,47,,,C
US009052008,2009-09,TMIN,18,,,C
US009052008,2009-10,TMIN,8,,,C
